split,dataset,subtask,set,num_of_retained_feature,num_of_compounds,postives,negtives,negtives/postives,tn,fp,fn,tp,se,sp,auc_prc,acc,auc_roc,recall,precision,f1,kappa,mcc
4,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,te,1808,6108,122,489,4.008196721,481,8,45,77,0.631147541,0.983640082,0.849873345,0.913256956,0.930453585,0.631147541,0.905882353,0.743961353,0.693740129,0.710161502
5,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,tr,1808,6108,946,4001,4.229386892,4001,0,0,946,1,1,1,1,1,1,1,1,1,1
5,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,va,1808,6108,102,448,4.392156863,438,10,39,63,0.617647059,0.977678571,0.827529365,0.910909091,0.934786415,0.617647059,0.863013699,0.72,0.668748003,0.681982222
5,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,te,1808,6108,118,493,4.177966102,488,5,43,75,0.63559322,0.989858012,0.857744363,0.921440262,0.946470932,0.63559322,0.9375,0.757575758,0.712746577,0.73192345
6,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,tr,1808,6108,918,4029,4.388888889,4029,0,0,918,1,1,1,1,1,1,1,1,1,1
6,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,va,1808,6108,118,432,3.661016949,422,10,48,70,0.593220339,0.976851852,0.848962211,0.894545455,0.935577527,0.593220339,0.875,0.707070707,0.645634303,0.663771819
6,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,te,1808,6108,130,481,3.7,476,5,59,71,0.546153846,0.98960499,0.846143352,0.895253682,0.935454982,0.546153846,0.934210526,0.689320388,0.631462877,0.664400376
7,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,tr,1808,6108,942,4005,4.251592357,4005,0,0,942,1,1,1,1,1,1,1,1,1,1
7,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,va,1808,6108,117,433,3.700854701,421,12,42,75,0.641025641,0.972286374,0.796944666,0.901818182,0.922997967,0.641025641,0.862068966,0.735294118,0.676618541,0.687809595
7,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,te,1808,6108,107,504,4.710280374,490,14,40,67,0.626168224,0.972222222,0.817252656,0.911620295,0.933874796,0.626168224,0.827160494,0.712765957,0.661717965,0.670673836
8,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,tr,1808,6108,969,3978,4.105263158,3978,0,0,969,1,1,1,1,1,1,1,1,1,1
8,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,va,1808,6108,86,464,5.395348837,454,10,33,53,0.61627907,0.978448276,0.783114125,0.921818182,0.917802727,0.61627907,0.841269841,0.711409396,0.667435385,0.678252446
8,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,te,1808,6108,111,500,4.504504505,488,12,42,69,0.621621622,0.976,0.841198503,0.911620295,0.933657658,0.621621622,0.851851852,0.71875,0.667834491,0.679504518
9,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,tr,1808,6108,928,4019,4.330818966,4019,0,0,928,1,1,1,1,1,1,1,1,1,1
9,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,va,1808,6108,112,438,3.910714286,427,11,44,68,0.607142857,0.974885845,0.812465347,0.9,0.933565721,0.607142857,0.860759494,0.712041885,0.653707901,0.668292318
9,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,te,1808,6108,126,485,3.849206349,481,4,49,77,0.611111111,0.991752577,0.864691488,0.913256956,0.938160694,0.611111111,0.950617284,0.743961353,0.69468722,0.719274765
10,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,tr,1808,6108,955,3992,4.180104712,3992,0,0,955,1,1,1,1,1,1,1,1,1,1
10,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,va,1808,6108,92,458,4.97826087,447,11,34,58,0.630434783,0.975982533,0.800393395,0.918181818,0.938437441,0.630434783,0.84057971,0.720496894,0.673715295,0.68328386
10,1-AR-AlvaSlim-DMPNN-6108-Normalize-group.csv,activity,te,1808,6108,119,492,4.134453782,481,11,36,83,0.697478992,0.977642276,0.841380738,0.923076923,0.928298149,0.697478992,0.882978723,0.779342723,0.733536851,0.741017771
